Train_No,Total_Distance,Number_of_Stops,Start_Departure_Minute,End_Arrival_Minute,Journey_Duration_Minutes
34128,30,11,585.0,640.0,55.0
34129,30,11,683.0,740.0,57.0
34130,30,11,618.0,672.0,54.0
34131,30,11,718.0,782.0,64.0
34132,30,11,650.0,705.0,55.0
34133,30,11,754.0,808.0,54.0
34134,30,11,692.0,745.0,53.0
34135,30,11,777.0,832.0,55.0
34136,30,11,716.0,769.0,53.0
34137,30,11,810.0,860.0,50.0
34138,30,11,738.0,790.0,52.0
34139,30,11,860.0,912.0,52.0
34140,30,11,795.0,850.0,55.0
34141,30,11,898.0,952.0,54.0
34142,30,11,835.0,887.0,52.0
34143,30,11,932.0,985.0,53.0
34144,30,11,872.0,923.0,51.0
34145,30,11,979.0,1028.0,49.0
34146,30,11,908.0,962.0,54.0
34147,30,11,1020.0,1070.0,50.0
34148,30,11,957.0,1009.0,52.0
34149,30,11,1093.0,1144.0,51.0
34150,30,11,990.0,1046.0,56.0
34151,30,11,1140.0,1195.0,55.0
34152,30,11,1020.0,1075.0,55.0
34153,30,11,1168.0,1222.0,54.0
34154,30,11,1065.0,1120.0,55.0
34155,30,11,1212.0,1264.0,52.0
34156,30,11,1105.0,1160.0,55.0
34157,30,11,1255.0,1309.0,54.0
34158,30,11,1152.0,1204.0,52.0
34159,30,11,1300.0,1355.0,55.0
34160,30,11,1235.0,1290.0,55.0
34161,30,11,1338.0,1386.0,48.0
34162,30,11,1275.0,1328.0,53.0
34163,30,11,1383.0,1435.0,52.0
34164,30,11,1322.0,1375.0,53.0
34165,30,11,1435.0,43.0,48.0
34166,30,11,1380.0,1428.0,48.0
34311,8,4,1275.0,1290.0,15.0
34312,8,4,535.0,550.0,15.0
34313,8,4,1320.0,1335.0,15.0
34331,36,13,500.0,552.0,52.0
34332,36,13,1110.0,1165.0,55.0
34334,36,13,435.0,490.0,55.0
34351,29,10,384.0,430.0,46.0
34352,28,10,290.0,332.0,42.0
34353,29,9,475.0,518.0,43.0
34354,29,9,330.0,372.0,42.0
34355,29,7,1315.0,1352.0,37.0
34356,29,9,357.0,398.0,41.0
34358,29,9,400.0,440.0,40.0
34360,28,10,440.0,482.0,42.0
34411,16,8,270.0,302.0,32.0
34412,16,8,255.0,283.0,28.0
34413,16,8,440.0,474.0,34.0
34414,16,8,500.0,532.0,32.0
34415,16,8,522.0,555.0,33.0
34416,16,8,520.0,552.0,32.0
34417,16,8,562.0,594.0,32.0
34418,16,8,570.0,601.0,31.0
34419,16,8,611.0,644.0,33.0
34420,16,8,590.0,622.0,32.0
34421,16,8,875.0,907.0,32.0
34422,16,8,630.0,662.0,32.0
34423,16,8,965.0,997.0,32.0
34424,16,8,645.0,677.0,32.0
34425,16,8,1025.0,1058.0,33.0
34426,16,8,655.0,684.0,29.0
34427,16,8,1060.0,1095.0,35.0
34428,16,8,668.0,699.0,31.0
34429,16,8,1084.0,1117.0,33.0
34430,16,8,827.0,860.0,33.0
34431,16,8,1157.0,1190.0,33.0
34432,16,8,1040.0,1069.0,29.0
34434,16,8,1110.0,1140.0,30.0
34436,16,9,1347.0,1377.0,30.0
34501,45,17,513.0,588.0,75.0
34502,45,17,1100.0,1175.0,75.0
34511,45,17,230.0,310.0,80.0
34512,45,16,345.0,417.0,72.0
34513,45,17,272.0,347.0,75.0
34514,45,17,390.0,464.0,74.0
34515,45,17,317.0,395.0,78.0
34516,45,16,462.0,536.0,74.0
34517,45,17,360.0,437.0,77.0
34518,45,17,508.0,584.0,76.0
34519,45,17,415.0,495.0,80.0
34520,45,17,550.0,625.0,75.0
34521,45,17,443.0,517.0,74.0
34522,45,17,624.0,700.0,76.0
34523,45,17,495.0,570.0,75.0
34524,45,17,685.0,760.0,75.0
34525,45,17,548.0,622.0,74.0
34526,45,17,730.0,805.0,75.0
34527,45,17,605.0,680.0,75.0
34528,45,17,820.0,895.0,75.0
34529,45,17,650.0,725.0,75.0
34530,45,17,842.0,915.0,73.0
34531,45,17,725.0,803.0,78.0
34532,45,17,888.0,964.0,76.0
34533,45,17,790.0,880.0,90.0
34534,45,17,933.0,1010.0,77.0
34535,45,17,840.0,917.0,77.0
34536,45,17,995.0,1070.0,75.0
34537,45,16,908.0,980.0,72.0
34538,45,17,1035.0,1110.0,75.0
34539,45,17,945.0,1022.0,77.0
34540,45,17,1072.0,1147.0,75.0
34541,45,17,974.0,1050.0,76.0
34542,45,17,1118.0,1192.0,74.0
34543,45,17,1028.0,1105.0,77.0
34544,45,16,1170.0,1244.0,74.0
34545,45,17,1098.0,1175.0,77.0
34546,45,17,1210.0,1285.0,75.0
34547,45,17,1125.0,1202.0,77.0
34548,45,17,1248.0,1322.0,74.0
34549,45,17,1160.0,1234.0,74.0
34550,45,17,1296.0,1377.0,81.0
34551,45,16,1205.0,1280.0,75.0
34552,45,17,1355.0,1429.0,74.0
34553,45,17,1265.0,1340.0,75.0
34554,45,17,1398.0,30.0,72.0
34555,45,15,1295.0,1370.0,75.0
34557,45,17,1340.0,1416.0,76.0
34601,24,11,582.0,627.0,45.0
34602,24,11,1055.0,1097.0,42.0
34611,24,11,373.0,420.0,47.0
34612,24,11,305.0,347.0,42.0
34613,24,11,418.0,465.0,47.0
34614,24,11,362.0,404.0,42.0
34615,24,11,455.0,502.0,47.0
34616,24,11,400.0,445.0,45.0
34617,24,11,478.0,525.0,47.0
34618,24,11,428.0,470.0,42.0
34619,24,11,502.0,548.0,46.0
34620,24,11,450.0,494.0,44.0
34621,24,11,538.0,583.0,45.0
34622,24,11,480.0,525.0,45.0
34623,24,11,564.0,610.0,46.0
34624,24,11,530.0,575.0,45.0
34625,24,11,590.0,638.0,48.0
34626,24,10,580.0,622.0,42.0
34627,24,11,640.0,687.0,47.0
34628,24,11,612.0,656.0,44.0
34629,24,11,668.0,715.0,47.0
34630,24,11,675.0,720.0,45.0
34631,24,11,730.0,777.0,47.0
34632,24,11,745.0,789.0,44.0
34633,24,11,798.0,845.0,47.0
34634,24,11,812.0,857.0,45.0
34635,24,11,880.0,927.0,47.0
34636,24,11,902.0,947.0,45.0
34637,24,11,970.0,1017.0,47.0
34638,24,11,978.0,1022.0,44.0
34639,24,11,1030.0,1077.0,47.0
34640,24,11,1025.0,1069.0,44.0
34641,24,11,1078.0,1124.0,46.0
34642,24,11,1060.0,1105.0,45.0
34643,24,11,1122.0,1170.0,48.0
34644,24,11,1158.0,1202.0,44.0
34645,24,11,1183.0,1228.0,45.0
34646,24,11,1200.0,1245.0,45.0
34647,24,11,1240.0,1287.0,47.0
34648,24,11,1240.0,1285.0,45.0
34711,61,19,180.0,290.0,110.0
34712,61,19,240.0,336.0,96.0
34713,61,21,215.0,320.0,105.0
34714,61,20,270.0,370.0,100.0
34715,61,23,255.0,358.0,103.0
34716,61,21,312.0,412.0,100.0
34717,61,21,284.0,380.0,96.0
34718,61,21,355.0,453.0,98.0
34719,61,22,344.0,443.0,99.0
34720,61,23,434.0,536.0,102.0
34721,61,23,388.0,488.0,100.0
34722,61,23,495.0,597.0,102.0
34723,61,23,430.0,532.0,102.0
34724,61,23,556.0,658.0,102.0
34725,61,22,475.0,577.0,102.0
34726,61,23,662.0,762.0,100.0
34727,61,23,515.0,617.0,102.0
34728,61,21,710.0,810.0,100.0
34729,61,23,566.0,663.0,97.0
34730,61,23,770.0,870.0,100.0
34731,61,23,630.0,735.0,105.0
34732,61,23,860.0,960.0,100.0
34733,61,22,687.0,797.0,110.0
34734,61,23,915.0,1017.0,102.0
34735,61,21,790.0,890.0,100.0
34736,61,23,950.0,1054.0,104.0
34737,61,23,838.0,937.0,99.0
34738,61,23,1008.0,1110.0,102.0
34739,61,21,908.0,1006.0,98.0
34740,61,23,1048.0,1150.0,102.0
34741,61,23,983.0,1084.0,101.0
34742,61,23,1095.0,1198.0,103.0
34743,61,23,1030.0,1135.0,105.0
34744,61,23,1137.0,1236.0,99.0
34745,61,23,1085.0,1184.0,99.0
34746,61,23,1175.0,1275.0,100.0
34747,61,21,1118.0,1217.0,99.0
34748,61,21,1260.0,1360.0,100.0
34749,61,23,1175.0,1274.0,99.0
34750,61,21,1305.0,1405.0,100.0
34751,61,21,1212.0,1315.0,103.0
34752,61,21,1340.0,0.0,100.0
34753,61,21,1248.0,1348.0,100.0
34754,61,21,1385.0,43.0,98.0
34755,61,21,1305.0,1410.0,105.0
34757,61,21,1340.0,2.0,102.0
34782,94,29,1230.0,1376.0,146.0
34791,108,23,250.0,412.0,162.0
34792,108,30,800.0,962.0,162.0
34793,108,30,993.0,1158.0,165.0
34794,108,21,1290.0,15.0,165.0
34811,59,19,180.0,285.0,105.0
34812,59,15,234.0,320.0,86.0
34813,59,24,240.0,335.0,95.0
34814,59,24,285.0,380.0,95.0
34815,59,22,280.0,374.0,94.0
34816,59,22,325.0,420.0,95.0
34817,59,24,330.0,428.0,98.0
34818,59,24,380.0,480.0,100.0
34819,59,24,352.0,456.0,104.0
34820,59,24,415.0,515.0,100.0
34821,59,24,412.0,510.0,98.0
34822,59,17,445.0,540.0,95.0
34823,59,24,462.0,565.0,103.0
34824,59,24,470.0,570.0,100.0
34825,59,24,505.0,605.0,100.0
34826,59,24,537.0,635.0,98.0
34827,59,24,555.0,652.0,97.0
34828,59,24,597.0,695.0,98.0
34829,59,17,577.0,668.0,91.0
34830,59,24,638.0,737.0,99.0
34831,59,24,608.0,705.0,97.0
34832,59,22,702.0,800.0,98.0
34833,59,22,662.0,760.0,98.0
34834,59,24,755.0,855.0,100.0
34835,59,24,715.0,818.0,103.0
34836,59,24,806.0,905.0,99.0
34837,59,24,770.0,868.0,98.0
34838,59,24,850.0,950.0,100.0
34839,59,24,840.0,960.0,120.0
34840,59,24,940.0,1040.0,100.0
34841,59,24,890.0,990.0,100.0
34842,59,24,1015.0,1112.0,97.0
34843,59,24,940.0,1038.0,98.0
34844,59,24,1082.0,1180.0,98.0
34845,59,24,965.0,1065.0,100.0
34846,59,24,1125.0,1223.0,98.0
34847,59,24,1052.0,1150.0,98.0
34848,59,24,1185.0,1280.0,95.0
34849,59,22,1147.0,1245.0,98.0
34850,59,22,1220.0,1318.0,98.0
34851,59,23,1207.0,1304.0,97.0
34852,59,24,1270.0,1370.0,100.0
34853,59,24,1260.0,1360.0,100.0
34854,59,24,1315.0,1412.0,97.0
34855,59,22,1300.0,1399.0,99.0
34856,59,23,1365.0,20.0,95.0
34857,59,21,1335.0,1430.0,95.0
34858,59,20,1422.0,72.0,90.0
34859,59,24,1013.0,1111.0,98.0
34860,59,24,895.0,995.0,100.0
34881,43,17,645.0,710.0,65.0
34882,43,17,290.0,355.0,65.0
34891,34,14,373.0,425.0,52.0
34892,34,14,562.0,615.0,53.0
34898,39,16,1145.0,1210.0,65.0
34899,39,16,1260.0,1330.0,70.0
34911,46,8,277.0,342.0,65.0
34912,46,8,188.0,245.0,57.0
34913,46,8,355.0,415.0,60.0
34914,46,8,250.0,315.0,65.0
34915,46,8,446.0,511.0,65.0
34916,46,8,355.0,417.0,62.0
34917,46,8,492.0,548.0,56.0
34918,46,8,421.0,480.0,59.0
34919,46,8,620.0,678.0,58.0
34920,46,8,550.0,608.0,58.0
34921,46,8,748.0,810.0,62.0
34922,46,8,680.0,738.0,58.0
34923,46,8,812.0,872.0,60.0
34924,46,8,725.0,785.0,60.0
34925,46,8,900.0,960.0,60.0
34926,46,8,812.0,874.0,62.0
34927,46,8,1052.0,1110.0,58.0
34928,46,8,966.0,1028.0,62.0
34929,46,8,1180.0,1242.0,62.0
34930,46,8,1112.0,1171.0,59.0
34931,46,8,1246.0,1308.0,62.0
34932,46,8,1155.0,1216.0,61.0
34933,46,8,1330.0,1391.0,61.0
34934,46,8,1245.0,1305.0,60.0
34981,33,7,1410.0,16.0,46.0
35011,26,9,310.0,345.0,35.0
35012,26,9,375.0,410.0,35.0
35013,26,9,445.0,480.0,35.0
35014,26,9,445.0,480.0,35.0
35015,26,9,445.0,480.0,35.0
35016,26,9,640.0,675.0,35.0
35017,46,15,840.0,910.0,70.0
35018,46,15,970.0,1040.0,70.0
35019,26,9,1095.0,1130.0,35.0
35020,26,9,1150.0,1185.0,35.0
35021,26,9,1220.0,1255.0,35.0
35022,26,9,1270.0,1305.0,35.0
36011,26,9,580.0,620.0,40.0
36012,26,9,654.0,695.0,41.0
36031,40,14,525.0,584.0,59.0
36032,40,14,597.0,665.0,68.0
36033,40,14,630.0,688.0,58.0
36034,40,14,710.0,775.0,65.0
36035,40,14,830.0,892.0,62.0
36036,40,14,905.0,965.0,60.0
36037,40,14,1075.0,1134.0,59.0
36038,40,14,1173.0,1235.0,62.0
36071,58,18,305.0,390.0,85.0
36072,58,18,427.0,512.0,85.0
36081,72,22,340.0,456.0,116.0
36082,72,24,486.0,585.0,99.0
36083,72,24,905.0,1010.0,105.0
36084,72,24,1047.0,1155.0,108.0
36085,72,24,990.0,1095.0,105.0
36086,72,24,1105.0,1205.0,100.0
36087,72,24,1160.0,1267.0,107.0
36088,72,22,1326.0,1422.0,96.0
36811,94,29,235.0,360.0,125.0
36812,94,25,170.0,320.0,150.0
36813,94,27,295.0,420.0,125.0
36814,94,29,240.0,375.0,135.0
36815,94,30,370.0,498.0,128.0
36816,94,28,296.0,424.0,128.0
36817,94,28,427.0,555.0,128.0
36818,94,27,340.0,465.0,125.0
36819,94,29,505.0,640.0,135.0
36820,94,29,370.0,495.0,125.0
36821,94,29,560.0,700.0,140.0
36822,94,29,408.0,537.0,129.0
36823,94,29,615.0,740.0,125.0
36824,94,28,442.0,565.0,123.0
36825,94,26,682.0,818.0,136.0
36826,94,29,455.0,577.0,122.0
36827,94,29,725.0,855.0,130.0
36828,94,29,490.0,615.0,125.0
36829,94,29,812.0,945.0,133.0
36830,94,2,515.0,605.0,90.0
36831,94,30,885.0,1010.0,125.0
36832,94,29,558.0,680.0,122.0
36833,94,29,930.0,1055.0,125.0
36834,94,28,600.0,725.0,125.0
36835,94,8,1047.0,1135.0,88.0
36836,94,29,670.0,795.0,125.0
36837,94,29,1053.0,1180.0,127.0
36838,94,29,705.0,855.0,150.0
36839,94,29,1085.0,1215.0,130.0
36840,94,29,790.0,925.0,135.0
36841,94,29,1110.0,1240.0,130.0
36842,94,28,860.0,980.0,120.0
36843,94,28,1137.0,1271.0,134.0
36844,94,30,925.0,1050.0,125.0
36845,94,28,1187.0,1320.0,133.0
36846,94,30,1000.0,1125.0,125.0
36847,94,29,1220.0,1354.0,134.0
36848,94,29,1070.0,1195.0,125.0
36849,94,29,1248.0,1380.0,132.0
36850,94,29,1125.0,1247.0,122.0
36851,94,26,1302.0,3.0,141.0
36852,94,29,1160.0,1300.0,140.0
36853,94,30,1330.0,20.0,130.0
36854,94,29,1205.0,1330.0,125.0
36855,94,29,1395.0,85.0,130.0
36856,94,29,1220.0,1345.0,125.0
36858,94,29,1243.0,1365.0,122.0
36860,94,30,1320.0,3.0,123.0
37011,19,9,465.0,496.0,31.0
37012,19,9,520.0,555.0,35.0
37013,19,9,560.0,593.0,33.0
37014,19,9,600.0,636.0,36.0
37017,19,9,680.0,712.0,32.0
37018,19,9,750.0,788.0,38.0
37019,19,9,875.0,907.0,32.0
37020,19,9,920.0,955.0,35.0
37021,19,9,1035.0,1069.0,34.0
37022,19,9,1079.0,1115.0,36.0
37041,22,10,450.0,488.0,38.0
37042,22,10,500.0,540.0,40.0
37043,22,10,492.0,530.0,38.0
37044,22,10,541.0,580.0,39.0
37045,22,10,530.0,570.0,40.0
37046,22,10,590.0,630.0,40.0
37047,22,10,555.0,593.0,38.0
37048,22,10,615.0,656.0,41.0
37049,22,10,580.0,617.0,37.0
37050,22,10,632.0,670.0,38.0
37053,22,10,660.0,697.0,37.0
37054,22,10,735.0,777.0,42.0
37055,22,10,712.0,747.0,35.0
37056,22,10,760.0,810.0,50.0
37057,22,10,950.0,988.0,38.0
37058,22,10,1000.0,1043.0,43.0
37060,22,10,1038.0,1082.0,44.0
37061,22,10,1010.0,1047.0,37.0
37062,22,10,1058.0,1100.0,42.0
37063,22,10,1020.0,1062.0,42.0
37064,22,10,1093.0,1135.0,42.0
37065,22,10,1105.0,1143.0,38.0
37066,22,10,1162.0,1205.0,43.0
37067,22,10,625.0,663.0,38.0
37068,22,10,685.0,725.0,40.0
37111,6,2,460.0,485.0,25.0
37112,6,3,503.0,528.0,25.0
37113,6,2,535.0,560.0,25.0
37114,6,3,568.0,595.0,27.0
37115,6,2,610.0,632.0,22.0
37116,6,3,655.0,680.0,25.0
37117,6,2,965.0,990.0,25.0
37118,6,3,1005.0,1030.0,25.0
37119,6,2,1040.0,1066.0,26.0
37120,6,3,1080.0,1105.0,25.0
37121,6,2,1110.0,1140.0,30.0
37122,6,3,1150.0,1175.0,25.0
37201,39,17,1135.0,1195.0,60.0
37202,39,17,520.0,583.0,63.0
37211,39,17,287.0,345.0,58.0
37212,39,17,187.0,248.0,61.0
37213,39,17,316.0,375.0,59.0
37214,39,17,230.0,290.0,60.0
37215,39,17,386.0,447.0,61.0
37216,39,17,285.0,350.0,65.0
37217,39,17,425.0,485.0,60.0
37218,39,17,310.0,372.0,62.0
37219,39,17,455.0,520.0,65.0
37220,39,17,340.0,405.0,65.0
37221,39,17,500.0,560.0,60.0
37222,39,17,390.0,455.0,65.0
37223,39,17,525.0,585.0,60.0
37224,39,17,408.0,472.0,64.0
37225,39,17,550.0,610.0,60.0
37226,39,17,435.0,498.0,63.0
37227,39,17,565.0,625.0,60.0
37228,39,17,485.0,545.0,60.0
37229,39,17,590.0,650.0,60.0
37230,39,17,512.0,574.0,62.0
37231,39,17,615.0,675.0,60.0
37232,39,17,532.0,595.0,63.0
37233,39,17,630.0,688.0,58.0
37234,39,17,548.0,609.0,61.0
37235,39,17,645.0,704.0,59.0
37236,39,17,586.0,648.0,62.0
37237,39,17,655.0,715.0,60.0
37238,39,17,630.0,692.0,62.0
37239,39,17,675.0,738.0,63.0
37240,39,17,645.0,710.0,65.0
37241,39,17,720.0,780.0,60.0
37242,39,17,682.0,745.0,63.0
37243,39,17,740.0,800.0,60.0
37244,39,17,735.0,800.0,65.0
37245,39,17,775.0,835.0,60.0
37246,39,17,750.0,827.0,77.0
37247,39,17,795.0,853.0,58.0
37248,39,17,795.0,860.0,65.0
37249,39,17,805.0,864.0,59.0
37250,39,17,815.0,875.0,60.0
37251,39,17,813.0,870.0,57.0
37252,39,17,852.0,916.0,64.0
37253,39,17,880.0,940.0,60.0
37254,39,17,890.0,957.0,67.0
37255,39,17,900.0,965.0,65.0
37256,39,17,910.0,970.0,60.0
37257,39,17,935.0,995.0,60.0
37258,39,17,935.0,998.0,63.0
37259,39,17,976.0,1040.0,64.0
37260,39,17,965.0,1028.0,63.0
37261,39,17,1015.0,1075.0,60.0
37262,39,17,1000.0,1062.0,62.0
37263,39,17,1067.0,1128.0,61.0
37264,39,17,1008.0,1070.0,62.0
37265,39,17,1095.0,1154.0,59.0
37266,39,17,1032.0,1092.0,60.0
37267,39,17,1100.0,1160.0,60.0
37268,39,17,1050.0,1110.0,60.0
37269,39,17,1125.0,1185.0,60.0
37270,39,17,1085.0,1150.0,65.0
37271,39,17,1170.0,1228.0,58.0
37272,39,17,1100.0,1162.0,62.0
37273,39,17,1180.0,1240.0,60.0
37274,39,17,1130.0,1195.0,65.0
37275,39,17,1210.0,1270.0,60.0
37276,39,17,1170.0,1236.0,66.0
37277,39,17,1265.0,1324.0,59.0
37278,39,17,1185.0,1248.0,63.0
37279,39,17,1270.0,1330.0,60.0
37280,39,17,1233.0,1295.0,62.0
37281,39,17,1290.0,1350.0,60.0
37282,39,17,1260.0,1320.0,60.0
37283,39,17,1310.0,1370.0,60.0
37284,39,17,1305.0,1370.0,65.0
37285,39,17,1340.0,1400.0,60.0
37286,39,17,1338.0,1400.0,62.0
37287,39,17,1350.0,1408.0,58.0
37288,39,17,1350.0,1413.0,63.0
37289,39,17,1395.0,20.0,65.0
37290,39,17,1365.0,1425.0,60.0
37291,39,17,1425.0,45.0,60.0
37303,33,13,332.0,390.0,58.0
37304,33,13,492.0,549.0,57.0
37305,33,13,1155.0,1217.0,62.0
37306,33,13,1265.0,1330.0,65.0
37307,44,17,412.0,482.0,70.0
37308,44,17,510.0,588.0,78.0
37311,57,21,355.0,445.0,90.0
37312,57,21,230.0,320.0,90.0
37313,57,21,392.0,485.0,93.0
37314,57,21,290.0,380.0,90.0
37315,57,21,505.0,595.0,90.0
37316,57,21,335.0,425.0,90.0
37317,57,21,545.0,632.0,87.0
37318,57,21,380.0,475.0,95.0
37319,57,21,620.0,708.0,88.0
37320,57,20,425.0,520.0,95.0
37321,57,21,650.0,740.0,90.0
37322,57,18,475.0,564.0,89.0
37323,57,21,696.0,785.0,89.0
37324,57,21,572.0,662.0,90.0
37325,57,21,800.0,890.0,90.0
37326,57,21,625.0,718.0,93.0
37327,57,21,818.0,903.0,85.0
37328,57,21,675.0,767.0,92.0
37329,57,21,850.0,940.0,90.0
37330,57,21,720.0,815.0,95.0
37331,57,21,905.0,1000.0,95.0
37332,57,21,760.0,852.0,92.0
37333,57,21,970.0,1060.0,90.0
37334,57,21,805.0,900.0,95.0
37335,57,21,1062.0,1155.0,93.0
37336,57,21,858.0,950.0,92.0
37337,57,21,1090.0,1180.0,90.0
37338,57,21,915.0,1005.0,90.0
37339,57,21,1145.0,1238.0,93.0
37340,57,21,978.0,1063.0,85.0
37341,57,21,1190.0,1280.0,90.0
37342,57,21,1025.0,1120.0,95.0
37343,57,21,1205.0,1295.0,90.0
37344,57,21,1087.0,1182.0,95.0
37345,57,21,1240.0,1325.0,85.0
37346,57,21,1140.0,1228.0,88.0
37347,57,21,1275.0,1362.0,87.0
37348,57,21,1173.0,1265.0,92.0
37349,57,21,1325.0,1414.0,89.0
37350,57,21,1255.0,1355.0,100.0
37351,57,21,1380.0,30.0,90.0
37352,57,21,1298.0,1388.0,90.0
37354,57,21,1370.0,20.0,90.0
37361,81,23,310.0,460.0,150.0
37362,81,23,510.0,645.0,135.0
37363,81,23,595.0,720.0,125.0
37364,81,23,740.0,880.0,140.0
37365,81,23,735.0,880.0,145.0
37366,81,23,890.0,1022.0,132.0
37367,81,23,1030.0,1155.0,125.0
37368,81,23,1186.0,1313.0,127.0
37371,81,23,262.0,402.0,140.0
37372,81,22,465.0,602.0,137.0
37373,81,23,445.0,584.0,139.0
37374,81,23,805.0,930.0,125.0
37375,81,23,635.0,764.0,129.0
37376,81,23,1160.0,1288.0,128.0
37378,81,23,1300.0,1438.0,138.0
37379,81,23,1120.0,1257.0,137.0
37385,24,3,230.0,270.0,40.0
37386,24,3,280.0,320.0,40.0
37387,24,5,332.0,368.0,36.0
37388,24,5,378.0,418.0,40.0
37389,24,3,960.0,994.0,34.0
37390,24,3,625.0,660.0,35.0
37391,24,5,1345.0,1385.0,40.0
37392,24,3,1040.0,1078.0,38.0
37394,24,5,1395.0,1435.0,40.0
37411,34,12,315.0,365.0,50.0
37412,34,12,255.0,305.0,50.0
37413,34,12,1390.0,1438.0,48.0
37414,34,12,1320.0,1368.0,48.0
37511,30,14,1070.0,1117.0,47.0
37512,30,14,985.0,1030.0,45.0
37521,8,4,280.0,300.0,20.0
37522,8,4,250.0,270.0,20.0
37523,8,4,378.0,397.0,19.0
37524,8,4,332.0,350.0,18.0
37525,8,4,450.0,470.0,20.0
37526,8,4,405.0,424.0,19.0
37527,8,4,475.0,494.0,19.0
37528,8,4,441.0,462.0,21.0
37529,8,4,513.0,532.0,19.0
37530,8,4,482.0,502.0,20.0
37531,8,4,582.0,602.0,20.0
37532,8,4,552.0,572.0,20.0
37533,8,4,645.0,665.0,20.0
37534,8,4,615.0,635.0,20.0
37535,8,4,730.0,750.0,20.0
37536,8,4,702.0,722.0,20.0
37537,8,4,810.0,830.0,20.0
37538,8,4,772.0,794.0,22.0
37539,8,4,908.0,928.0,20.0
37540,8,4,879.0,898.0,19.0
37541,8,4,950.0,970.0,20.0
37542,8,4,900.0,920.0,20.0
37543,8,4,968.0,988.0,20.0
37544,8,4,941.0,960.0,19.0
37545,8,4,1038.0,1057.0,19.0
37546,8,4,1010.0,1030.0,20.0
37547,8,4,1112.0,1132.0,20.0
37548,8,4,1065.0,1087.0,22.0
37549,8,4,1155.0,1173.0,18.0
37550,8,4,1120.0,1140.0,20.0
37551,8,4,1190.0,1210.0,20.0
37552,8,4,1160.0,1182.0,22.0
37553,8,4,1275.0,1293.0,18.0
37554,8,4,1235.0,1257.0,22.0
37555,8,4,1335.0,1355.0,20.0
37556,8,4,1305.0,1325.0,20.0
37557,8,4,1438.0,20.0,22.0
37558,8,4,1406.0,1425.0,19.0
37611,60,20,702.0,790.0,88.0
37612,60,15,535.0,615.0,80.0
37614,60,20,810.0,908.0,98.0
37651,81,18,520.0,625.0,105.0
37652,81,18,670.0,795.0,125.0
37653,81,28,691.0,802.0,111.0
37654,81,28,825.0,940.0,115.0
37655,81,28,765.0,877.0,112.0
37656,81,28,895.0,1012.0,117.0
37657,81,28,823.0,930.0,107.0
37658,81,28,960.0,1075.0,115.0
37711,21,6,500.0,525.0,25.0
37731,42,12,1180.0,1225.0,45.0
37732,42,12,1310.0,1360.0,50.0
37741,104,27,185.0,335.0,150.0
37742,104,25,280.0,410.0,130.0
37743,104,24,270.0,400.0,130.0
37744,104,28,525.0,660.0,135.0
37745,104,26,340.0,470.0,130.0
37746,104,27,670.0,820.0,150.0
37747,104,27,490.0,625.0,135.0
37748,104,28,780.0,915.0,135.0
37750,104,28,1055.0,1180.0,125.0
37751,104,28,880.0,1030.0,150.0
37752,104,28,1190.0,1325.0,135.0
37753,104,28,980.0,1115.0,135.0
37754,104,25,1250.0,1380.0,130.0
37756,104,28,1280.0,1415.0,135.0
37757,104,24,1405.0,95.0,130.0
37758,104,25,1310.0,1437.0,127.0
37781,67,18,225.0,302.0,77.0
37782,67,18,405.0,480.0,75.0
37783,67,18,260.0,337.0,77.0
37784,67,18,1260.0,1340.0,80.0
37785,67,18,345.0,425.0,80.0
37786,67,18,215.0,290.0,75.0
37811,106,34,255.0,395.0,140.0
37812,106,32,185.0,327.0,142.0
37813,106,34,300.0,440.0,140.0
37814,106,34,245.0,395.0,150.0
37815,106,27,325.0,455.0,130.0
37816,106,34,305.0,448.0,143.0
37817,106,34,380.0,527.0,147.0
37818,106,34,342.0,488.0,146.0
37819,106,34,418.0,565.0,147.0
37820,106,34,378.0,515.0,137.0
37821,106,34,485.0,624.0,139.0
37822,106,3,395.0,510.0,115.0
37823,106,34,540.0,685.0,145.0
37824,106,28,420.0,557.0,137.0
37825,106,34,605.0,750.0,145.0
37826,106,22,458.0,590.0,132.0
37827,106,34,685.0,830.0,145.0
37828,106,27,502.0,638.0,136.0
37829,106,34,750.0,890.0,140.0
37830,106,27,526.0,665.0,139.0
37831,106,30,860.0,998.0,138.0
37832,106,34,605.0,760.0,155.0
37833,106,33,885.0,1030.0,145.0
37834,106,34,682.0,830.0,148.0
37835,106,21,886.0,1031.0,145.0
37836,106,34,745.0,886.0,141.0
37837,106,27,930.0,1070.0,140.0
37838,106,34,820.0,965.0,145.0
37839,106,29,1005.0,1140.0,135.0
37840,106,34,915.0,1055.0,140.0
37841,106,22,1050.0,1176.0,126.0
37842,106,34,990.0,1142.0,152.0
37843,106,3,1075.0,1190.0,115.0
37844,106,22,1045.0,1188.0,143.0
37845,106,30,1085.0,1225.0,140.0
37846,106,33,1044.0,1189.0,145.0
37847,106,27,1115.0,1250.0,135.0
37848,106,34,1080.0,1220.0,140.0
37849,106,11,1140.0,1260.0,120.0
37850,106,34,1120.0,1258.0,138.0
37851,106,34,1150.0,1288.0,138.0
37852,106,34,1195.0,1335.0,140.0
37853,106,30,1220.0,1367.0,147.0
37854,106,34,1240.0,1392.0,152.0
37855,106,34,1247.0,1390.0,143.0
